"kategori1";"word";"Frekvens";"Sqrt_tf_idf"
"1200 - Idrett";"holla";1;0.00599528
"1300 - Rekreasjon og sosiale foreninger";"holla";1;0.007132076
"1300 - Rekreasjon og sosiale foreninger";"hollandsk";1;0.008629849
"1300 - Rekreasjon og sosiale foreninger";"hollandske";1;0.008629849
"1100 - Kultur og kunst";"hollenderbyens";1;0.008218098
"1300 - Rekreasjon og sosiale foreninger";"hollendere";1;0.008629849
"6100 - Lokalsamfunnsutvikling";"holm";4;0.03201186
"1100 - Kultur og kunst";"holmedal";1;0.007350491
"1200 - Idrett";"holmedal";3;0.01123835
"1200 - Idrett";"holmemstranda";2;0.009176071
"1300 - Rekreasjon og sosiale foreninger";"holmemstranda";1;0.007718772
"1200 - Idrett";"holmen";4;0.01008332
"1300 - Rekreasjon og sosiale foreninger";"holmen";3;0.01038821
"13100 - Barne- og ungdomsorganisasjoner";"holmen";1;0.01120791
"3400 - Andre helsetjenester";"holmen";1;0.01744273
"5100 - Natur- og miljøvern";"holmen";1;0.02462749
"6100 - Lokalsamfunnsutvikling";"holmen";1;0.01112392
"1100 - Kultur og kunst";"holmenkoll";1;0.008218098
"1200 - Idrett";"holmenkollen";2;0.008478607
"4100 - Sosiale tjenester";"holmenkollen";1;0.01511651
"4300 - Økonomisk og materiell støtte";"holmenkollen";1;0.04605517
"10100 - Tros- og livssynsorganisasjoner";"holmestrand";2;0.01328488
"1100 - Kultur og kunst";"holmestrand";11;0.01512945
"11200 - Yrkessammenslutninger";"holmestrand";1;0.06016476
"1200 - Idrett";"holmestrand";17;0.01660262
"1300 - Rekreasjon og sosiale foreninger";"holmestrand";5;0.01071134
"3400 - Andre helsetjenester";"holmestrand";1;0.01393134
"4100 - Sosiale tjenester";"holmestrand";3;0.01758551
"7100 - Interesseorganisasjoner";"holmestrand";4;0.01154218
"7300 - Politiske organisasjoner";"holmestrand";2;0.05575577
"8200 - Frivillighetssentraler";"holmestrand";4;0.05732071
"9100 - Internasjonale aktiviteter";"holmestrand";1;0.01382249
"6100 - Lokalsamfunnsutvikling";"holmfjell";1;0.01600593
"1200 - Idrett";"holmgang";1;0.007254321
"1100 - Kultur og kunst";"holmlia";2;0.008505747
"1200 - Idrett";"holmlia";2;0.007508235
"1300 - Rekreasjon og sosiale foreninger";"holmlia";1;0.006315814
"13100 - Barne- og ungdomsorganisasjoner";"holmlia";2;0.01669125
"6100 - Lokalsamfunnsutvikling";"holmlia";1;0.01171405
"1100 - Kultur og kunst";"holmliaskolenes";2;0.01162215
"1200 - Idrett";"holmsbu";1;0.006488462
"6100 - Lokalsamfunnsutvikling";"holmsbu";2;0.02024608
"4100 - Sosiale tjenester";"holmsnes";1;0.01829106
"13100 - Barne- og ungdomsorganisasjoner";"holmstad";1;0.01612679
"1300 - Rekreasjon og sosiale foreninger";"holmstrand";1;0.008629849
"7100 - Interesseorganisasjoner";"holningsskapende";1;0.01039687
"6100 - Lokalsamfunnsutvikling";"holsen";1;0.01600593
"6100 - Lokalsamfunnsutvikling";"holseter";1;0.01600593
"1100 - Kultur og kunst";"holsnøy";1;0.007350491
"1200 - Idrett";"holsnøy";1;0.006488462
"1200 - Idrett";"holsåsen";2;0.01025916
"1100 - Kultur og kunst";"holt";1;0.006014471
"1200 - Idrett";"holt";1;0.005309124
"1300 - Rekreasjon og sosiale foreninger";"holt";1;0.006315814
"13100 - Barne- og ungdomsorganisasjoner";"holt";5;0.02639119
"4100 - Sosiale tjenester";"holt";2;0.01893128
"1200 - Idrett";"holtankameratene";1;0.007254321
"1300 - Rekreasjon og sosiale foreninger";"holte";3;0.01494734
"6100 - Lokalsamfunnsutvikling";"holten";1;0.01600593
"1200 - Idrett";"holter";1;0.006488462
"1300 - Rekreasjon og sosiale foreninger";"holter";2;0.01091599
"1200 - Idrett";"holtsmark";1;0.007254321
"6100 - Lokalsamfunnsutvikling";"holttun";1;0.01600593
"1200 - Idrett";"holtålen";2;0.008478607
"1300 - Rekreasjon og sosiale foreninger";"holtålen";2;0.01008628
"7100 - Interesseorganisasjoner";"holtålen";1;0.008592413
"1200 - Idrett";"holum";3;0.01256485
"4200 - Krisehjelp og støttearbeid";"holvedorganisasjonens";1;0.04201821
"1100 - Kultur og kunst";"holvik";1;0.007350491
"1300 - Rekreasjon og sosiale foreninger";"holvik";1;0.007718772
"1200 - Idrett";"holvika";1;0.006488462
"13100 - Barne- og ungdomsorganisasjoner";"holvika";1;0.01442424
"10100 - Tros- og livssynsorganisasjoner";"holy";2;0.02140657
"1300 - Rekreasjon og sosiale foreninger";"holy";1;0.007718772
"1200 - Idrett";"homborsund";1;0.007254321
"1300 - Rekreasjon og sosiale foreninger";"home";4;0.0133693
"13100 - Barne- og ungdomsorganisasjoner";"home";1;0.01249175
"4200 - Krisehjelp og støttearbeid";"home";3;0.05637335
"9100 - Internasjonale aktiviteter";"home";1;0.01928885
"8100 - Pengeutdelende stiftelser";"homeopati";1;0.0668724
"8100 - Pengeutdelende stiftelser";"homeopatiens";1;0.0668724
"1100 - Kultur og kunst";"hommelvik";3;0.01102574
"1200 - Idrett";"hommelvik";3;0.009732693
"1300 - Rekreasjon og sosiale foreninger";"hommelvik";1;0.006684652
"6100 - Lokalsamfunnsutvikling";"hommelvik";2;0.01753362
"1100 - Kultur og kunst";"hommelviks";1;0.008218098
"1200 - Idrett";"hommersåk";2;0.008478607
"1300 - Rekreasjon og sosiale foreninger";"hommersåk";1;0.007132076
"13100 - Barne- og ungdomsorganisasjoner";"hommersåk";2;0.01884845
"1100 - Kultur og kunst";"homofile";4;0.01142295
"1200 - Idrett";"homofile";1;0.005041662
"1300 - Rekreasjon og sosiale foreninger";"homofile";1;0.005997637
"14100 - Mangfold og inkludering";"homofile";4;0.05350441
"3400 - Andre helsetjenester";"homofile";1;0.01744273
"7100 - Interesseorganisasjoner";"homofile";4;0.01445138
"7100 - Interesseorganisasjoner";"homofiles";1;0.01039687
"1100 - Kultur og kunst";"homofonien";1;0.008218098
"7100 - Interesseorganisasjoner";"homsar";1;0.01039687
"13100 - Barne- og ungdomsorganisasjoner";"homstvedt";1;0.01612679
"3400 - Andre helsetjenester";"homøopatien";1;0.0250979
"3400 - Andre helsetjenester";"homøopatien sin";1;0.0250979
"3400 - Andre helsetjenester";"homøopatisk";1;0.0250979
"1100 - Kultur og kunst";"honda";1;0.007350491
"1300 - Rekreasjon og sosiale foreninger";"honda";2;0.01091599
"10100 - Tros- og livssynsorganisasjoner";"hong";3;0.02621759
"1200 - Idrett";"hong";2;0.009176071
"1300 - Rekreasjon og sosiale foreninger";"honky";1;0.008629849
"10100 - Tros- og livssynsorganisasjoner";"honningsvåg";1;0.01310879
"1100 - Kultur og kunst";"honningsvåg";4;0.01273142
"1200 - Idrett";"honningsvåg";3;0.009732693
"1300 - Rekreasjon og sosiale foreninger";"honningsvåg";1;0.006684652
"10100 - Tros- og livssynsorganisasjoner";"honorar";3;0.02621759
"1100 - Kultur og kunst";"honorar";4;0.01470098
"7100 - Interesseorganisasjoner";"hood";1;0.01039687
"1200 - Idrett";"hoops";1;0.007254321
"1200 - Idrett";"hop";6;0.01589342
"1300 - Rekreasjon og sosiale foreninger";"hop";1;0.007718772
"1100 - Kultur og kunst";"hope";1;0.006791787
"4200 - Krisehjelp og støttearbeid";"hope";1;0.03472564
"9100 - Internasjonale aktiviteter";"hope";3;0.03564545
"13100 - Barne- og ungdomsorganisasjoner";"hopeful";1;0.01612679
"9100 - Internasjonale aktiviteter";"hopeless";1;0.0249018
"4100 - Sosiale tjenester";"hopengården";1;0.01829106
"1200 - Idrett";"hopp";13;0.02161629
"1300 - Rekreasjon og sosiale foreninger";"hopp";1;0.007132076
"13100 - Barne- og ungdomsorganisasjoner";"hopp";1;0.01332786
"1200 - Idrett";"hoppanlegg";2;0.01025916
"1200 - Idrett";"hoppbakkar";1;0.007254321
"1200 - Idrett";"hoppbakke";1;0.006488462
"13100 - Barne- og ungdomsorganisasjoner";"hoppbakke";1;0.01442424
"1200 - Idrett";"hoppbakken";1;0.006488462
"1300 - Rekreasjon og sosiale foreninger";"hoppbakken";1;0.007718772
"1300 - Rekreasjon og sosiale foreninger";"hoppegruppe";1;0.008629849
"1200 - Idrett";"hoppensprett";1;0.007254321
"7100 - Interesseorganisasjoner";"hopper";1;0.01039687
"1200 - Idrett";"hoppere";2;0.01025916
"1200 - Idrett";"hoppgruppe";1;0.007254321
"1200 - Idrett";"hopping";1;0.006488462
"1300 - Rekreasjon og sosiale foreninger";"hopping";1;0.007718772
"1200 - Idrett";"hoppklubb";2;0.01025916
"1200 - Idrett";"hoppsenter";2;0.01025916
"1200 - Idrett";"hoppsport";1;0.00599528
"1300 - Rekreasjon og sosiale foreninger";"hoppsport";1;0.007132076
"5100 - Natur- og miljøvern";"hoppsport";1;0.02928572
"1200 - Idrett";"hoppsporten";4;0.01199056
"1300 - Rekreasjon og sosiale foreninger";"hoppsporten";1;0.007132076
"5100 - Natur- og miljøvern";"hoppsporten";1;0.02928572
"1200 - Idrett";"hoppsporten sin";1;0.007254321
"1300 - Rekreasjon og sosiale foreninger";"hopsjø";2;0.01220445
"1300 - Rekreasjon og sosiale foreninger";"hopsjøstiftelsen";1;0.008629849
"7100 - Interesseorganisasjoner";"horda";1;0.01039687
"1100 - Kultur og kunst";"hordabø";1;0.006791787
"1200 - Idrett";"hordabø";1;0.00599528
"13100 - Barne- og ungdomsorganisasjoner";"hordabø";1;0.01332786
"1100 - Kultur og kunst";"hordalaget";1;0.008218098
"13100 - Barne- og ungdomsorganisasjoner";"hordalan";1;0.01612679
"10100 - Tros- og livssynsorganisasjoner";"hordaland";2;0.01168887
"1100 - Kultur og kunst";"hordaland";19;0.01749519
"1200 - Idrett";"hordaland";28;0.01874763
"1300 - Rekreasjon og sosiale foreninger";"hordaland";9;0.01264431
"13100 - Barne- og ungdomsorganisasjoner";"hordaland";8;0.02227734
"14100 - Mangfold og inkludering";"hordaland";2;0.02658693
"2300 - Annen utdanning";"hordaland";2;0.0450683
"3400 - Andre helsetjenester";"hordaland";3;0.02123091
"4100 - Sosiale tjenester";"hordaland";3;0.01547284
"5100 - Natur- og miljøvern";"hordaland";4;0.03461336
"5200 - Dyrevern";"hordaland";1;0.02555356
"7100 - Interesseorganisasjoner";"hordaland";52;0.03661632
"7300 - Politiske organisasjoner";"hordaland";2;0.04905745
"9100 - Internasjonale aktiviteter";"hordaland";2;0.01719952
"1200 - Idrett";"hordalandsfotballen";1;0.007254321
"1300 - Rekreasjon og sosiale foreninger";"hordnes";1;0.008629849
"1100 - Kultur og kunst";"hordvik";2;0.01039516
"1200 - Idrett";"hordvik";4;0.01297692
"1300 - Rekreasjon og sosiale foreninger";"hordvikhavn";1;0.008629849
"1100 - Kultur og kunst";"horg";2;0.009605038
"1300 - Rekreasjon og sosiale foreninger";"horg";1;0.007132076
"4300 - Økonomisk og materiell støtte";"horg";1;0.04605517
"1100 - Kultur og kunst";"horisonten";1;0.008218098
"1100 - Kultur og kunst";"horn";1;0.007350491
"1300 - Rekreasjon og sosiale foreninger";"horn";2;0.01091599
"1300 - Rekreasjon og sosiale foreninger";"hornelen";1;0.008629849
"1100 - Kultur og kunst";"hornindal";4;0.01039516
"1200 - Idrett";"hornindal";2;0.006488462
"1300 - Rekreasjon og sosiale foreninger";"hornindal";1;0.005457996
"4100 - Sosiale tjenester";"hornindal";1;0.01156828
"5100 - Natur- og miljøvern";"hornindal";1;0.02241162
"6100 - Lokalsamfunnsutvikling";"hornindal";1;0.01012304
"7100 - Interesseorganisasjoner";"hornindal";1;0.006575555
"8200 - Frivillighetssentraler";"hornindal";2;0.04618182
"1100 - Kultur og kunst";"horningdal";1;0.008218098
"1100 - Kultur og kunst";"hornmusikk";48;0.04705488
"1300 - Rekreasjon og sosiale foreninger";"hornmusikk";1;0.007132076
"13100 - Barne- og ungdomsorganisasjoner";"hornmusikk";1;0.01332786
"1100 - Kultur og kunst";"hornmusikken";2;0.01162215
"1100 - Kultur og kunst";"hornmusikkforening";3;0.01423416
"1100 - Kultur og kunst";"hornmusikklag";19;0.03582186
"1100 - Kultur og kunst";"hornmusikklaget";1;0.008218098
"13100 - Barne- og ungdomsorganisasjoner";"hornmusikkorps";1;0.01612679
"10100 - Tros- og livssynsorganisasjoner";"hornnes";1;0.01176154
"1100 - Kultur og kunst";"hornnes";2;0.008077245
"1200 - Idrett";"hornnes";1;0.005041662
"1300 - Rekreasjon og sosiale foreninger";"hornnes";3;0.01038821
"3400 - Andre helsetjenester";"hornnes";1;0.01744273
"8200 - Frivillighetssentraler";"hornnes";1;0.03588418
"1100 - Kultur og kunst";"hornorkester";3;0.01273142
"1300 - Rekreasjon og sosiale foreninger";"hornorkester";1;0.007718772
"1300 - Rekreasjon og sosiale foreninger";"horrem";1;0.007718772
"6100 - Lokalsamfunnsutvikling";"horrem";1;0.01431614
"1200 - Idrett";"horse";1;0.007254321
"1200 - Idrett";"horsefactory";1;0.007254321
"1200 - Idrett";"horsemanship";1;0.007254321
"1100 - Kultur og kunst";"horsfjord";1;0.008218098
"6100 - Lokalsamfunnsutvikling";"horstad";1;0.01600593
"6100 - Lokalsamfunnsutvikling";"hortavær";2;0.0226358
"1300 - Rekreasjon og sosiale foreninger";"hortemo";1;0.008629849
"10100 - Tros- og livssynsorganisasjoner";"horten";6;0.02301008
"1100 - Kultur og kunst";"horten";9;0.0136851
"1200 - Idrett";"horten";25;0.02013364
"1300 - Rekreasjon og sosiale foreninger";"horten";11;0.01588748
"13100 - Barne- og ungdomsorganisasjoner";"horten";1;0.008951655
"4100 - Sosiale tjenester";"horten";3;0.01758551
"4200 - Krisehjelp og støttearbeid";"horten";1;0.02332346
"5200 - Dyrevern";"horten";2;0.04107252
"6100 - Lokalsamfunnsutvikling";"horten";1;0.00888457
"7100 - Interesseorganisasjoner";"horten";10;0.01824979
"9100 - Internasjonale aktiviteter";"horten";2;0.01954795
"1300 - Rekreasjon og sosiale foreninger";"hortengruppen";1;0.008629849
"1100 - Kultur og kunst";"hortens";1;0.007350491
"1200 - Idrett";"hortens";1;0.006488462
"1300 - Rekreasjon og sosiale foreninger";"hortenstangen";1;0.008629849
"1300 - Rekreasjon og sosiale foreninger";"horvereid";1;0.008629849
"10100 - Tros- og livssynsorganisasjoner";"hos";2;0.01328488
"1100 - Kultur og kunst";"hos";19;0.01988399
"1200 - Idrett";"hos";8;0.01138931
"1300 - Rekreasjon og sosiale foreninger";"hos";15;0.01855258
"13100 - Barne- og ungdomsorganisasjoner";"hos";6;0.02192699
"2300 - Annen utdanning";"hos";1;0.03621938
"4100 - Sosiale tjenester";"hos";1;0.010153
"5100 - Natur- og miljøvern";"hos";2;0.02781722
"7100 - Interesseorganisasjoner";"hos";5;0.01290455
"8100 - Pengeutdelende stiftelser";"hos";1;0.03711952
"9100 - Internasjonale aktiviteter";"hos";2;0.01954795
"4100 - Sosiale tjenester";"hosanger";1;0.01829106
"1100 - Kultur og kunst";"hosle";2;0.009002476
"1200 - Idrett";"hosle";1;0.005619173
"1300 - Rekreasjon og sosiale foreninger";"hosle";1;0.006684652
"6100 - Lokalsamfunnsutvikling";"hosle";1;0.01239814
"3400 - Andre helsetjenester";"hospice";1;0.0250979
"1100 - Kultur og kunst";"hospital";2;0.009605038
"8200 - Frivillighetssentraler";"hospital";1;0.04267159
"9100 - Internasjonale aktiviteter";"hospital";1;0.02057991
"3200 - Sykehjem";"hospitalvirksomhet";1;0.1951538
"3400 - Andre helsetjenester";"hospitering";1;0.0250979
"13100 - Barne- og ungdomsorganisasjoner";"hoston";1;0.01612679
"1300 - Rekreasjon og sosiale foreninger";"hostvedt";1;0.008629849
"10100 - Tros- og livssynsorganisasjoner";"hotell";1;0.01310879
"1100 - Kultur og kunst";"hotell";1;0.006365712
"1200 - Idrett";"hotell";1;0.005619173
"2100 - Grunn og videregående utdanning";"hotell";1;0.07139097
"1300 - Rekreasjon og sosiale foreninger";"hotellturar";1;0.008629849
"1200 - Idrett";"hotshot";2;0.01025916
"13100 - Barne- og ungdomsorganisasjoner";"house";1;0.01332786
"3100 - Sykehus og rehabilitering";"house";1;0.07543342
"9100 - Internasjonale aktiviteter";"house";1;0.02057991
"1100 - Kultur og kunst";"hov";1;0.007350491
"1200 - Idrett";"hov";2;0.009176071
"1200 - Idrett";"hovdebygda";2;0.009176071
"1300 - Rekreasjon og sosiale foreninger";"hovdebygda";1;0.007718772
"1100 - Kultur og kunst";"hovden";1;0.006791787
"1200 - Idrett";"hovden";2;0.008478607
"1300 - Rekreasjon og sosiale foreninger";"hovden";2;0.01008628
"1100 - Kultur og kunst";"hovdfunksjoner";1;0.008218098
"1200 - Idrett";"hovding";1;0.007254321
"10100 - Tros- og livssynsorganisasjoner";"hoved";1;0.01513673
"1200 - Idrett";"hoved";3;0.01123835
"8100 - Pengeutdelende stiftelser";"hovedanliggende";1;0.0668724
"3100 - Sykehus og rehabilitering";"hovedansvar";1;0.09127484
"14100 - Mangfold og inkludering";"hovedarbeidsfelt";1;0.03849308
"1100 - Kultur og kunst";"hoveddelen";1;0.005711475
"1300 - Rekreasjon og sosiale foreninger";"hoveddelen";2;0.008481939
"13100 - Barne- og ungdomsorganisasjoner";"hoveddelen";1;0.01120791
"14100 - Mangfold og inkludering";"hoveddelen";1;0.0267522
"4300 - Økonomisk og materiell støtte";"hoveddelen";1;0.03872956
"9100 - Internasjonale aktiviteter";"hoveddelen";1;0.01730643
"1200 - Idrett";"hoveddsaklig";1;0.007254321
"14100 - Mangfold og inkludering";"hovedfestivalen";1;0.03849308
"1200 - Idrett";"hovedfokusert";1;0.007254321
"1200 - Idrett";"hovedgesjeft";1;0.007254321
"1200 - Idrett";"hovedgesjeften";1;0.007254321
"10100 - Tros- og livssynsorganisasjoner";"hovedgrunn";1;0.01692338
"1100 - Kultur og kunst";"hovedgård";3;0.01176372
"1300 - Rekreasjon og sosiale foreninger";"hovedgård";1;0.007132076
"5100 - Natur- og miljøvern";"hovedgård";1;0.02928572
"1100 - Kultur og kunst";"hovedgården";1;0.008218098
"1100 - Kultur og kunst";"hovedgårds";1;0.008218098
"6100 - Lokalsamfunnsutvikling";"hovedinntekt";1;0.01600593
"13100 - Barne- og ungdomsorganisasjoner";"hovedkategori";1;0.01612679
"1100 - Kultur og kunst";"hovedkoret";1;0.008218098
"1200 - Idrett";"hovedlag";4;0.01297692
"1300 - Rekreasjon og sosiale foreninger";"hovedlag";1;0.007718772
"1200 - Idrett";"hovedlaget";8;0.02051832
"9100 - Internasjonale aktiviteter";"hovedmotto";1;0.0249018
"5100 - Natur- og miljøvern";"hovedmålene";1;0.03543588
"1200 - Idrett";"hovedorganisasjonene";1;0.007254321
"13100 - Barne- og ungdomsorganisasjoner";"hovedramme";1;0.01612679
"10100 - Tros- og livssynsorganisasjoner";"hovedsak";1;0.0102385
"1100 - Kultur og kunst";"hovedsak";9;0.01491564
"1200 - Idrett";"hovedsak";6;0.01075033
"1300 - Rekreasjon og sosiale foreninger";"hovedsak";2;0.007383591
"13100 - Barne- og ungdomsorganisasjoner";"hovedsak";2;0.01379788
"2200 - Høgskole og universitet";"hovedsak";1;0.07123233
"3100 - Sykehus og rehabilitering";"hovedsak";1;0.05522052
"4100 - Sosiale tjenester";"hovedsak";1;0.01106594
"9100 - Internasjonale aktiviteter";"hovedsak";1;0.01506538
"14100 - Mangfold og inkludering";"hovedsatsingsområder";1;0.03849308
"1200 - Idrett";"hovedstyre";1;0.007254321
"1200 - Idrett";"hovedstyret";4;0.01297692
"2100 - Grunn og videregående utdanning";"hovedstyret";1;0.08243519
"13100 - Barne- og ungdomsorganisasjoner";"hovedtemaer";1;0.01612679
"1100 - Kultur og kunst";"hovedtyngde";1;0.007350491
"1200 - Idrett";"hovedtyngde";1;0.006488462
"1300 - Rekreasjon og sosiale foreninger";"hovedtyngden";1;0.008629849
"1200 - Idrett";"hovet";1;0.006488462
"3400 - Andre helsetjenester";"hovet";1;0.02244825
"1100 - Kultur og kunst";"hovin";5;0.0151869
"1200 - Idrett";"hovin";2;0.008478607
"13100 - Barne- og ungdomsorganisasjoner";"hovin";1;0.01332786
"1200 - Idrett";"hovind";1;0.007254321
"1100 - Kultur og kunst";"hovinkoret";1;0.008218098
"1100 - Kultur og kunst";"hovland";1;0.008218098
"1300 - Rekreasjon og sosiale foreninger";"hovlandsnuten";1;0.008629849
"1300 - Rekreasjon og sosiale foreninger";"hovlandsnutens";2;0.01220445
"6100 - Lokalsamfunnsutvikling";"hovsfjellets";1;0.01600593
"1200 - Idrett";"hovsherad";1;0.007254321
"1300 - Rekreasjon og sosiale foreninger";"hovud";6;0.01746995
"13100 - Barne- og ungdomsorganisasjoner";"hovud";8;0.03769689
"7100 - Interesseorganisasjoner";"hovud";6;0.02104703
"1200 - Idrett";"hovudaktivitet";16;0.02398112
"1300 - Rekreasjon og sosiale foreninger";"hovudaktivitet";2;0.01008628
"13100 - Barne- og ungdomsorganisasjoner";"hovudaktivitet";1;0.01332786
"1200 - Idrett";"hovudaktivitetane";1;0.007254321
"1100 - Kultur og kunst";"hovudaktivitetar";1;0.006365712
"1200 - Idrett";"hovudaktivitetar";3;0.009732693
"12100 - Andre";"hovudaktivitetar";1;0.07763612
"7100 - Interesseorganisasjoner";"hovudaktivitetar";2;0.0113892
"1100 - Kultur og kunst";"hovudaktiviteten";1;0.007350491
"1200 - Idrett";"hovudaktiviteten";6;0.01589342
"1200 - Idrett";"hovudaktivitetsområde";1;0.007254321
"6100 - Lokalsamfunnsutvikling";"hovudansvar";1;0.01600593
"1200 - Idrett";"hovudarbeid";1;0.007254321
"1100 - Kultur og kunst";"hovudarena";2;0.01039516
"1200 - Idrett";"hovudarena";4;0.01297692
"1300 - Rekreasjon og sosiale foreninger";"hovudarrangement";1;0.008629849
"1300 - Rekreasjon og sosiale foreninger";"hovudbygda";2;0.01220445
"1100 - Kultur og kunst";"hovudbygningen";1;0.008218098
"1100 - Kultur og kunst";"hovudfokus";3;0.00942608
"1200 - Idrett";"hovudfokus";4;0.009607844
"1300 - Rekreasjon og sosiale foreninger";"hovudfokus";3;0.009898354
"4100 - Sosiale tjenester";"hovudfokus";1;0.01211262
"5200 - Dyrevern";"hovudfokus";1;0.03464815
"7100 - Interesseorganisasjoner";"hovudfokus";2;0.009736808
"9100 - Internasjonale aktiviteter";"hovudfokus";1;0.01649035
"1100 - Kultur og kunst";"hovudfokuset";1;0.006365712
"1300 - Rekreasjon og sosiale foreninger";"hovudfokuset";1;0.006684652
"4100 - Sosiale tjenester";"hovudfokuset";1;0.01416819
"9100 - Internasjonale aktiviteter";"hovudfokuset";1;0.01928885
"1100 - Kultur og kunst";"hovudforbundet";1;0.007350491
"1300 - Rekreasjon og sosiale foreninger";"hovudforbundet";1;0.007718772
"9100 - Internasjonale aktiviteter";"hovudforeininga";1;0.0249018
"10100 - Tros- og livssynsorganisasjoner";"hovudfunksjon";1;0.01513673
"4200 - Krisehjelp og støttearbeid";"hovudfunksjon";1;0.03758223
"1200 - Idrett";"hovudfunksjonæroppgåver";1;0.007254321
"10100 - Tros- og livssynsorganisasjoner";"hovudføremål";2;0.01328488
"1100 - Kultur og kunst";"hovudføremål";5;0.01020027
"1200 - Idrett";"hovudføremål";5;0.009004037
"1300 - Rekreasjon og sosiale foreninger";"hovudføremål";4;0.009580511
"13100 - Barne- og ungdomsorganisasjoner";"hovudføremål";2;0.01265955
"4100 - Sosiale tjenester";"hovudføremål";2;0.01435851
"4200 - Krisehjelp og støttearbeid";"hovudføremål";1;0.02332346
"5100 - Natur- og miljøvern";"hovudføremål";2;0.02781722
"6100 - Lokalsamfunnsutvikling";"hovudføremål";2;0.01256468
"7100 - Interesseorganisasjoner";"hovudføremål";1;0.005771091
"9100 - Internasjonale aktiviteter";"hovudføremål";1;0.01382249
"1100 - Kultur og kunst";"hovudføremålet";6;0.0139902
"1200 - Idrett";"hovudføremålet";1;0.005041662
"1300 - Rekreasjon og sosiale foreninger";"hovudføremålet";2;0.008481939
"13100 - Barne- og ungdomsorganisasjoner";"hovudføremålet";1;0.01120791
"3400 - Andre helsetjenester";"hovudføremålet";1;0.01744273
"4100 - Sosiale tjenester";"hovudføremålet";1;0.01271205
"1200 - Idrett";"hovudgrein";3;0.01256485
"6100 - Lokalsamfunnsutvikling";"hovudgrunnen";1;0.01600593
"10100 - Tros- og livssynsorganisasjoner";"hovudgrunnlaget";1;0.01692338
"1200 - Idrett";"hovudidrett";1;0.007254321
"7100 - Interesseorganisasjoner";"hovudinnsatsområde";1;0.01039687
"1300 - Rekreasjon og sosiale foreninger";"hovudinteresse";1;0.008629849
"1300 - Rekreasjon og sosiale foreninger";"hovudklubben";1;0.008629849
"1100 - Kultur og kunst";"hovudkonsertane";1;0.008218098
"10100 - Tros- og livssynsorganisasjoner";"hovudkontor";1;0.01310879
"1200 - Idrett";"hovudkontor";1;0.005619173
"4100 - Sosiale tjenester";"hovudkontor";2;0.02003685
"7100 - Interesseorganisasjoner";"hovudkontor";1;0.008053377
"1100 - Kultur og kunst";"hovudkorps";4;0.0164362
"2100 - Grunn og videregående utdanning";"hovudkvarter";1;0.09216534
"10100 - Tros- og livssynsorganisasjoner";"hovudmål";3;0.01773361
"1100 - Kultur og kunst";"hovudmål";7;0.01315436
"1200 - Idrett";"hovudmål";5;0.009813664
"1300 - Rekreasjon og sosiale foreninger";"hovudmål";10;0.01651021
"14100 - Mangfold og inkludering";"hovudmål";1;0.02328799
"2100 - Grunn og videregående utdanning";"hovudmål";1;0.05575927
"3400 - Andre helsetjenester";"hovudmål";2;0.02147345
"6100 - Lokalsamfunnsutvikling";"hovudmål";1;0.009683456
"7100 - Interesseorganisasjoner";"hovudmål";3;0.01089463
"1200 - Idrett";"hovudmålet";2;0.009176071
"13100 - Barne- og ungdomsorganisasjoner";"hovudmålet";1;0.01442424
"1100 - Kultur og kunst";"hovudmålsgruppa";1;0.007350491
"7100 - Interesseorganisasjoner";"hovudmålsgruppa";2;0.01315111
"4100 - Sosiale tjenester";"hovudmålsgruppe";2;0.02313656
"7100 - Interesseorganisasjoner";"hovudmålsgruppe";4;0.01859848
"1100 - Kultur og kunst";"hovudområde";1;0.006791787
"1200 - Idrett";"hovudområde";2;0.008478607
"1300 - Rekreasjon og sosiale foreninger";"hovudområde";2;0.01008628
"1200 - Idrett";"hovudområdet";1;0.007254321
"1200 - Idrett";"hovudoppgåva";1;0.00599528
"1300 - Rekreasjon og sosiale foreninger";"hovudoppgåva";1;0.007132076
"4100 - Sosiale tjenester";"hovudoppgåva";1;0.01511651
"10100 - Tros- og livssynsorganisasjoner";"hovudoppgåve";2;0.01386508
"1100 - Kultur og kunst";"hovudoppgåve";5;0.01064576
"1200 - Idrett";"hovudoppgåve";2;0.00594336
"1300 - Rekreasjon og sosiale foreninger";"hovudoppgåve";2;0.00707031
"2300 - Annen utdanning";"hovudoppgåve";1;0.03780122
"3400 - Andre helsetjenester";"hovudoppgåve";2;0.02056235
"6100 - Lokalsamfunnsutvikling";"hovudoppgåve";1;0.009272593
"7100 - Interesseorganisasjoner";"hovudoppgåve";11;0.01997648
"8200 - Frivillighetssentraler";"hovudoppgåve";1;0.02991206
"9100 - Internasjonale aktiviteter";"hovudoppgåve";1;0.01442617
"1100 - Kultur og kunst";"hovudoppgåvene";1;0.007350491
"7100 - Interesseorganisasjoner";"hovudoppgåvene";1;0.009299239
"10100 - Tros- og livssynsorganisasjoner";"hovudoppgåver";1;0.0139862
"1100 - Kultur og kunst";"hovudoppgåver";1;0.006791787
"3100 - Sykehus og rehabilitering";"hovudoppgåver";1;0.07543342
"10100 - Tros- og livssynsorganisasjoner";"hovudorgan";1;0.01692338
"4100 - Sosiale tjenester";"hovudorganisasjon";1;0.01636002
